Name,Type,Phone Number,Website,Types,GPS Coordinates,Address
Shamanic Space,Retreat center,,https://www.shamanicspace.com/,"Retreat center,Alternative medicine practitioner,Counselor,Holistic medicine practitioner,Meditation center,Psychotherapist,Reiki therapist,Yoga retreat center","51.456986699999995, -0.022706","87 Adelaide Ave, London, SE4 1JY, United Kingdom"
42 Acres,Retreat center,+44 7511 209876,http://42acres.com/,"Retreat center,Holiday home,Nature preserve,Organic farm,Wellness program","51.142402999999995, -2.357431","Holt Road, Witham Friary, Frome BA11 5HL, United Kingdom"
The Wellness Barn,Retreat center,,http://www.thewellnessbarn.org/,"Retreat center,Wellness program,Yoga studio","51.5897102, -0.7621945999999999","Pump Ln N, Marlow, SL7 3RD, United Kingdom"
Mushroom Tao,Retreat center,(626) 491-4313,http://www.mushroomtao.com/,"Retreat center,Service establishment","8.2588996, -84.93997039999999",
-Energiereich- Jennifer Kelke,Yoga retreat center,+49 1514 6513855,http://www.jennifer-kelke.de/,"Yoga retreat center,Hypnotherapy service,Yoga studio","50.0800311, 9.0111537","Leipziger Str. 9, 63796 Kahl am Main, Germany"
Riversdale Lodge,Retreat center,+44 7831 167335,http://www.healinghealthjoycollective.co.uk/,Retreat center,"51.5683833, -0.7095741","Riversdale, Wooburn Green, Bourne End SL8 5EB, United Kingdom"
Root2Rise,Retreat center,+44 7881 824228,https://www.root2rise.co.uk/,Retreat center,"54.098171, -0.871872","White House, Crambeck, York YO60 7EL, United Kingdom"
Creacon Wellness Retreat,Retreat center,+353 51 447 666,https://www.creaconwellnessretreat.com/,Retreat center,"52.361557, -6.9420589999999995","Creakan Lower, New Ross, Co. Wexford, Y34 NH61, Ireland"
Resonant Being (sound therapy and retreats with Ali Gunning),Retreat center,,http://www.resonantbeing.com/,"Retreat center,Alternative medicine practitioner,Wellness center","50.0745363, -5.141971","Crowns Cottage, Helston, TR12 6HY, United Kingdom"
Our Future Is Ancient Retreats,Retreat center,,http://www.ourfutureisancient.com/,"Retreat center,Service establishment,Wellness program","23.5541269, -102.62049999999999",
The Sanctuary,Retreat center,(917) 257-6953,http://www.thesanctuaryheal.com/,"Retreat center,Holistic medicine practitioner,Reiki therapist,Alternative medicine practitioner,Spiritist center","41.7674301, -75.0449476","132 Hospital Rd, Callicoon, NY 12723"
Under The Canopy Plant Medicine Healing Center,Retreat center,+51 923 674 662,,Retreat center,"-3.2970313, -72.9648208","16100, Peru, 16100, Peru"
"Quiet Mind Mountain Lodge, Retreat & Spa",Retreat center,(844) 999-9644,http://www.quietmindretreat.com/,"Retreat center,Health resort,Health spa,Hotel,Meditation center,Resort hotel,Spa,Wellness center,Wellness program","32.992393, -116.58368","34540 Engineers Rd, Julian, CA 92036"
Spiritual Center of Maria Stein,Retreat center,(419) 925-7625,https://spiritualcenter.net/,Retreat center,"40.4183984, -84.4797822","2365 St Johns Rd, Maria Stein, OH 45860"
Numinity,Wellness program,,https://www.numinity.co.uk/,Wellness program,"51.5512622, -0.1335874","Torriano Mews, London, NW5 2RZ, United Kingdom"
The Retreat,Holistic medicine practitioner,+44 7980 212960,http://www.relaxattheretreat.co.uk/,"Holistic medicine practitioner,Acupuncturist,Massage therapist,Reflexologist,Reiki therapist,Wellness center","52.571884999999995, -1.7306949999999999","Wishaw Ln, Hunts Green, Tamworth B78 2AX, United Kingdom"
Healing Tree Center,Holistic medicine practitioner,+51 993 662 522,https://healingtreeayahuasca.com/,"Holistic medicine practitioner,Alternative medicine practitioner","-13.519205999999999, -71.9766509","Pampa De Castillo 455, Cusco 08000, Peru"
"Michi Hampi - Ayahuasca Healing Community in Pisac, Sacred Valley",Retreat center,+49 1512 2287075,http://www.instagram.com/michihampi,"Retreat center,Alternative medicine practitioner","-13.4034695, -71.831456","CU-112, Písac 08105, Peru"
Thani Ayahuasca Retreat,Alternative medicine practitioner,+51 982 350 571,http://www.ayahuascaretreatperu.org/,Alternative medicine practitioner,"-13.3191726, -72.08549339999999","Garcilazo 101, Yucay 08000, Peru"
Anam Cara Retreats,Retreat center,(914) 510-4315,http://anamcarahealingretreats.com/,Retreat center,"-13.3069375, -72.01243749999999","MXVQ+62W, 08120, Peru"
Arkana Spiritual Center : Sacred Valley - Ayahuasca Retreat,Retreat center,+51 924 022 272,http://www.arkanainternational.com/,"Retreat center,Spa","-13.287565599999999, -72.1555758","Carretera a, Maras 08660, Peru"
Espiral Medicine Retreats,Retreat center,,http://espiralmedicine.com/,Retreat center,"-13.297828899999999, -72.12584199999999","Urubamba 08660, Peru"
Ayasana Wasi Healing & Retreats,Retreat center,+51 951 798 579,http://www.ayasanawasi.com/,"Retreat center,Alternative medicine practitioner,Yoga studio","-13.424458099999999, -71.8389772","Tambo de Gozo, Písac 08105, Peru"
Huachuma Wasi,Retreat center,+51 984 029 290,https://www.huachumawasi.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5897722755299511049,Retreat center,"-13.3114406, -71.9499098","Banderayok, Piste, Calca 08120, Peru"
Pachānanda Retreat Center,Retreat center,+51 965 421 007,http://www.pachanandacusco.com/,"Retreat center,Lodge","-13.509076799999999, -71.9582427","Tambillo F6, Cusco, Peru"
Kinsapacha Eco Lodge Farm & Retreats,Retreat center,+51 932 525 336,https://kinsapacha.com/,"Retreat center,Farmstay,Organic restaurant,Bed & breakfast,Yoga retreat center","-13.2978813, -72.1263097","Sector Palccaraqui, Quinsacucho s/n, Urubamba, Peru"
Willka T'ika Essential Wellness,Wellness center,(888) 737-8070,http://www.willkatika.com/,"Wellness center,Hotel","-13.2952443, -72.13766629999999","Paradero Rumichaka, Urubamba 08660, Peru"
Sacred Valley Tribe - Maha Templo,Retreat center,+51 984 603 603,http://sacredvalleytribe.com/,"Retreat center,Alternative medicine practitioner","-13.471469899999999, -71.81644349999999","Km 24, La Pacha, Ccoscco Ayllu San Salvador, 08150, Peru"
Apu Healing Center,Wellness hotel,+51 943 766 393,http://www.apuhealingcenter.com/,Wellness hotel,"-13.323623999999999, -72.02975459999999","Huycho 08670, Peru"
Sacred Valley Tribe | Ayahuasca-Wasi,Retreat center,+51 984 603 603,http://sacredvalleytribe.com/,Retreat center,"-13.4721803, -71.8172719","Písac 08150, Peru"
Cusco,Alternative medicine practitioner,+51 979 222 268,https://caisae.com/,"Alternative medicine practitioner,Medical clinic,Medical spa","-13.516594999999999, -71.976399","C. Herrajes 148, Cusco 08002, Peru"
Novalis - Ayahuasca Retreat,Retreat center,+51 999 492 878,http://www.wearenovalis.com/,"Retreat center,Alternative medicine practitioner,Environmental protection organization,Lodge","-12.5121107, -69.2718192","Jiron Arequipa 281, Puerto Maldonado 17000, Peru"
Ayaterra Center | Ayahuasca | San Pedro Healing Retreats,Holistic medicine practitioner,+51 950 378 824,https://ayaterracenter.com/,Holistic medicine practitioner,"-13.517434, -71.98060389999999","Garcilaso street #210, Office N°.204-A (2nd Floor, Cusco 08000, Peru"
Etnikas Ayahuasca retreats,Retreat center,+51 900 594 230,http://www.etnikas.com/,"Retreat center,Travel clinic","-13.4965228, -71.7546697","San Salvador 08150, Peru"
Sapan Inka Ayahuasca Retreat Center,Retreat center,+51 984 698 548,http://www.sapaninka.com/,"Retreat center,Psychotherapist","-13.3061431, -72.03064379999999","Calca 08120, Peru"
El Verde (formerly The Green House Peru),Retreat center,+51 941 299 944,http://www.el-verde.com/,Retreat center,"-13.3091039, -72.0260794","Km 56.8 carratera Calca a, Huarán Cusco PE, Peru"
SET & SETTING Retreat - Psychedelisches Psilocybin Retreat,Retreat center,+49 1515 4998051,https://www.setandsetting-retreat.com/,Retreat center,"52.3352739, 4.9348535","Joop Geesinkweg 901-999, 1114 AB Amsterdam, Netherlands"
Inwardbound Institute (Psilocybin Retreats),Retreat center,+31 20 217 0291,https://inwardbound.nl/,Retreat center,"52.5733514, 4.6515327","Noorderstraat 2, 1901 MT Castricum, Netherlands"
Mushroom Tao,Retreat center,(626) 491-4313,http://www.mushroomtao.com/,"Retreat center,Service establishment","8.2588996, -84.93997039999999",
OMMIJ | World's No.1 Ayahuasca Ceremonies and Retreats,Retreat center,,http://www.om-mij.nl/,"Retreat center,Meditation center,Alternative medicine practitioner,Yoga retreat center","51.969024999999995, 6.294517","Paul Krugerlaan 28, 7001 DH Doetinchem, Netherlands"
Alamyn,Retreat center,,https://alamyn.com/,Retreat center,"52.152090799999996, 5.0773902","Oudedijk 16, 3612 AB Tienhoven, Netherlands"
SET & SETTING Retreat - Psychedelisches Psilocybin Retreat,Retreat center,+49 1515 4998051,https://www.setandsetting-retreat.com/,Retreat center,"52.3352739, 4.9348535","Joop Geesinkweg 901-999, 1114 AB Amsterdam, Netherlands"
Inwardbound Institute (Psilocybin Retreats),Retreat center,+31 20 217 0291,https://inwardbound.nl/,Retreat center,"52.5733514, 4.6515327","Noorderstraat 2, 1901 MT Castricum, Netherlands"
Mushroom Tao,Retreat center,(626) 491-4313,http://www.mushroomtao.com/,"Retreat center,Service establishment","8.2588996, -84.93997039999999",
OMMIJ | World's No.1 Ayahuasca Ceremonies and Retreats,Retreat center,,http://www.om-mij.nl/,"Retreat center,Meditation center,Alternative medicine practitioner,Yoga retreat center","51.969024999999995, 6.294517","Paul Krugerlaan 28, 7001 DH Doetinchem, Netherlands"
Alamyn,Retreat center,,https://alamyn.com/,Retreat center,"52.152090799999996, 5.0773902","Oudedijk 16, 3612 AB Tienhoven, Netherlands"
INME Wellness Retreats,Retreat center,+39 348 039 4779,http://www.inmewellness.com/,Retreat center,"41.3937844, 2.1518158","Carrer d'Aribau, 177, L'Eixample, 08036 Barcelona, Spain"
Alaya Retreat Centre,Wellness center,+34 619 13 48 14,http://www.alayaretreatcentre.com/,"Wellness center,Group accommodation,Yoga studio","41.4023639, 1.6056621","Cal Pau Cruset Barri, Camí de Mas Bertran, 08737, Barcelona, Spain"
Energetics Explained,Retreat center,,http://www.energeticsexplained.com/,Retreat center,"41.6909555, 1.7967874","L’Hort de la Riera, Camí Urb. Cal, 08253 El Pinyot, Barcelona, Spain"
Avalon | Holistic Ayahuasca Retreats,Alternative medicine practitioner,+34 649 67 15 61,https://weareavalon.love/,Alternative medicine practitioner,"41.3847721, 2.1682082","Carrer de les Ramelleres, 32, Ciutat Vella, 08001 Barcelona, Spain"
Root Healing - Bwiti Iboga Retreats and Healing,Retreat center,(800) 620-7053,http://roothealing.com/,Retreat center,"38.804333299999996, -9.3802086","R. Particular 6, 2710-624 Sintra, Portugal"
Be Free Retreat Center,Retreat center,,https://www.befreeretreat.com/,Retreat center,"38.7895892, 0.047621199999999995","Partida Cometes, 40, 03750 Pedreguer, Alicante, Spain"
Inwardbound Institute (Psilocybin Retreats),Retreat center,+31 20 217 0291,https://inwardbound.nl/,Retreat center,"52.5733514, 4.6515327","Noorderstraat 2, 1901 MT Castricum, Netherlands"
SET & SETTING Retreat - Psychedelisches Psilocybin Retreat,Retreat center,+49 1515 4998051,https://www.setandsetting-retreat.com/,Retreat center,"52.3352739, 4.9348535","Joop Geesinkweg 901-999, 1114 AB Amsterdam, Netherlands"
42 Acres,Retreat center,+44 7511 209876,http://42acres.com/,"Retreat center,Holiday home,Nature preserve,Organic farm,Wellness program","51.142402999999995, -2.357431","Holt Road, Witham Friary, Frome BA11 5HL, United Kingdom"
Brejo Fundeiro Retreat,Retreat center,+351 274 801 225,https://portugalretreat.com/,"Retreat center,Yoga retreat center","39.7948191, -8.2393863","Brejo Fundeiro, Portugal, 6100-209, Portugal"
Shamanic Space,Retreat center,,https://www.shamanicspace.com/,"Retreat center,Alternative medicine practitioner,Counselor,Holistic medicine practitioner,Meditation center,Psychotherapist,Reiki therapist,Yoga retreat center","51.456986699999995, -0.022706","87 Adelaide Ave, London, SE4 1JY, United Kingdom"
Dragonfly Chi Kung,Retreat center,+34 679 07 27 74,http://www.dragonfly-chikung.com/,Retreat center,"43.3220844, -5.5895364999999995","Lugar Meruxosa, 4, 33528 La Nava, Asturias, Spain"
Resonant Being (sound therapy and retreats with Ali Gunning),Retreat center,,http://www.resonantbeing.com/,"Retreat center,Alternative medicine practitioner,Wellness center","50.0745363, -5.141971","Crowns Cottage, Helston, TR12 6HY, United Kingdom"
Strawberry Tree,Retreat center,+351 934 155 230,http://www.strawberrytree.pt/,Retreat center,"38.0880089, -8.668127499999999","cxp 5, 7540-523, Portugal"
"The Croft Farm, Great Gaddesden",Retreat center,+44 7545 868785,http://www.thecroftfarmescape.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10763242045005154370,"Retreat center,Bed & breakfast","51.7976306, -0.5175955999999999","The Croft, Great Gaddesden, Hemel Hempstead HP1 3BP, United Kingdom"
The Wellness Barn,Retreat center,,http://www.thewellnessbarn.org/,"Retreat center,Wellness program,Yoga studio","51.5897102, -0.7621945999999999","Pump Ln N, Marlow, SL7 3RD, United Kingdom"
"Wim Hof Method, Yoga, Reiki and Sound Healing - Yorkshire | Meribel | Courchevel",Yoga instructor,+44 7881 824228,http://www.root2rise.co.uk/,"Yoga instructor,Holistic medicine practitioner,Reiki therapist,Yoga retreat center","45.4525709, 6.5720738999999995","5, les Chem. des Quatre Maisons, 73570 Brides-les-Bains, France"
Riversdale Lodge,Retreat center,+44 7831 167335,http://www.healinghealthjoycollective.co.uk/,Retreat center,"51.5683833, -0.7095741","Riversdale, Wooburn Green, Bourne End SL8 5EB, United Kingdom"
OMMIJ | World's No.1 Ayahuasca Ceremonies and Retreats,Retreat center,,http://www.om-mij.nl/,"Retreat center,Meditation center,Alternative medicine practitioner,Yoga retreat center","51.969024999999995, 6.294517","Paul Krugerlaan 28, 7001 DH Doetinchem, Netherlands"
LeSound Retreats - Plant Medicine Retreat Center,Retreat center,(505) 604-2879,http://www.lesoundretreats.com/,Retreat center,"26.1660893, -80.11463599999999","2501 NE 30th St, Fort Lauderdale, FL 33306"
INME Wellness Retreats,Retreat center,+39 348 039 4779,http://www.inmewellness.com/,Retreat center,"41.3937844, 2.1518158","Carrer d'Aribau, 177, L'Eixample, 08036 Barcelona, Spain"
Alaya Retreat Centre,Wellness center,+34 619 13 48 14,http://www.alayaretreatcentre.com/,"Wellness center,Group accommodation,Yoga studio","41.4023639, 1.6056621","Cal Pau Cruset Barri, Camí de Mas Bertran, 08737, Barcelona, Spain"
Energetics Explained,Retreat center,,http://www.energeticsexplained.com/,Retreat center,"41.6909555, 1.7967874","L’Hort de la Riera, Camí Urb. Cal, 08253 El Pinyot, Barcelona, Spain"
Avalon | Holistic Ayahuasca Retreats,Alternative medicine practitioner,+34 649 67 15 61,https://weareavalon.love/,Alternative medicine practitioner,"41.3847721, 2.1682082","Carrer de les Ramelleres, 32, Ciutat Vella, 08001 Barcelona, Spain"
Root Healing - Bwiti Iboga Retreats and Healing,Retreat center,(800) 620-7053,http://roothealing.com/,Retreat center,"38.804333299999996, -9.3802086","R. Particular 6, 2710-624 Sintra, Portugal"
Be Free Retreat Center,Retreat center,,https://www.befreeretreat.com/,Retreat center,"38.7895892, 0.047621199999999995","Partida Cometes, 40, 03750 Pedreguer, Alicante, Spain"
Inwardbound Institute (Psilocybin Retreats),Retreat center,+31 20 217 0291,https://inwardbound.nl/,Retreat center,"52.5733514, 4.6515327","Noorderstraat 2, 1901 MT Castricum, Netherlands"
SET & SETTING Retreat - Psychedelisches Psilocybin Retreat,Retreat center,+49 1515 4998051,https://www.setandsetting-retreat.com/,Retreat center,"52.3352739, 4.9348535","Joop Geesinkweg 901-999, 1114 AB Amsterdam, Netherlands"
42 Acres,Retreat center,+44 7511 209876,http://42acres.com/,"Retreat center,Holiday home,Nature preserve,Organic farm,Wellness program","51.142402999999995, -2.357431","Holt Road, Witham Friary, Frome BA11 5HL, United Kingdom"
Brejo Fundeiro Retreat,Retreat center,+351 274 801 225,https://portugalretreat.com/,"Retreat center,Yoga retreat center","39.7948191, -8.2393863","Brejo Fundeiro, Portugal, 6100-209, Portugal"
Shamanic Space,Retreat center,,https://www.shamanicspace.com/,"Retreat center,Alternative medicine practitioner,Counselor,Holistic medicine practitioner,Meditation center,Psychotherapist,Reiki therapist,Yoga retreat center","51.456986699999995, -0.022706","87 Adelaide Ave, London, SE4 1JY, United Kingdom"
Dragonfly Chi Kung,Retreat center,+34 679 07 27 74,http://www.dragonfly-chikung.com/,Retreat center,"43.3220844, -5.5895364999999995","Lugar Meruxosa, 4, 33528 La Nava, Asturias, Spain"
Resonant Being (sound therapy and retreats with Ali Gunning),Retreat center,,http://www.resonantbeing.com/,"Retreat center,Alternative medicine practitioner,Wellness center","50.0745363, -5.141971","Crowns Cottage, Helston, TR12 6HY, United Kingdom"
Strawberry Tree,Retreat center,+351 934 155 230,http://www.strawberrytree.pt/,Retreat center,"38.0880089, -8.668127499999999","cxp 5, 7540-523, Portugal"
"The Croft Farm, Great Gaddesden",Retreat center,+44 7545 868785,http://www.thecroftfarmescape.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10763242045005154370,"Retreat center,Bed & breakfast","51.7976306, -0.5175955999999999","The Croft, Great Gaddesden, Hemel Hempstead HP1 3BP, United Kingdom"
The Wellness Barn,Retreat center,,http://www.thewellnessbarn.org/,"Retreat center,Wellness program,Yoga studio","51.5897102, -0.7621945999999999","Pump Ln N, Marlow, SL7 3RD, United Kingdom"
"Wim Hof Method, Yoga, Reiki and Sound Healing - Yorkshire | Meribel | Courchevel",Yoga instructor,+44 7881 824228,http://www.root2rise.co.uk/,"Yoga instructor,Holistic medicine practitioner,Reiki therapist,Yoga retreat center","45.4525709, 6.5720738999999995","5, les Chem. des Quatre Maisons, 73570 Brides-les-Bains, France"
Riversdale Lodge,Retreat center,+44 7831 167335,http://www.healinghealthjoycollective.co.uk/,Retreat center,"51.5683833, -0.7095741","Riversdale, Wooburn Green, Bourne End SL8 5EB, United Kingdom"
